Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Werkstoff und Werkform II. Mitteldeutsche Handwerkausstellung, Öffentliche Kundgebung Stadthalle",Walter Dexel,1520,"(German, 1890–1973)",(German),-1890,-1973,(Male),1930,Letterpress and lineblock,"16 1/2 x 23 1/2"" (41.9 x 59.7 cm)","Purchase Fund, Jan Tschichold Collection",331.1937,Design,Architecture & Design,10/30/37,Y,6303,http://www.moma.org/collection/works/6303,http://www.moma.org/media/W1siZiIsIjUxNDIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=7f5af481fc66c48b,,,,41.9,,,59.7,,
"Edith Wolf II. Liederabend, 8 Marz",Herbert Bayer,399,"(American, born Austria. 1900–1985)",(American),-1900,-1985,(Male),Unknown,Poster,"27 1/2 x 37"" (69.8 x 94cm)","Purchase Fund, Jan Tschichold Collection",332.1937,Design,Architecture & Design,10/30/37,N,6310,,,,,,69.8,,,94,,
Teutoonstellung Opbouw,Paul (Geert Paul Hendrikus) Schuitema,5273,"(Dutch, 1897–1973)",(Dutch),-1897,-1973,(Male),1923,Poster,"37 3/4 x 25 5/8"" (95.9 x 65.1cm)","Purchase Fund, Jan Tschichold Collection",333.1937,Design,Architecture & Design,10/30/37,N,6317,,,,,,95.9,,,65.1,,
Wohnung und Werkraum (Dwelling and Workplace) (Poster for Deutsche Werkbund Exhibition in Breslau),Johannes Molzahn,4054,"(German, 1892–1965)",(German),-1892,-1965,(Male),1929,Lithograph,"35 x 23 1/2"" (88.9 x 59.7 cm)","Purchase Fund, Jan Tschichold Collection",334.1937,Design,Architecture & Design,10/30/37,Y,6325,http://www.moma.org/collection/works/6325,http://www.moma.org/media/W1siZiIsIjUxODYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=e85d02eb2ba24483,,,,88.9,,,59.7,,
BMW Motorräder,Popp-Kircheim,4695,(Nationality unknown),(Nationality unknown),0,0,(),c. 1935,Lithograph,"39 1/2 x 29 1/4"" (100.3 x 74.3 cm)","Purchase Fund, Jan Tschichold Collection",335.1937,Design,Architecture & Design,10/30/37,Y,6332,http://www.moma.org/collection/works/6332,http://www.moma.org/media/W1siZiIsIjUyMDEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d97ca4b3d9842306,,,,100.3,,,74.3,,
Ooh! Kathereiner,Kuron - Gogol,3309,(German),(German),0,0,(),1900-1937,Poster,"35 5/8 x 23 5/8"" (90.5 x 60cm)","Purchase Fund, Jan Tschichold Collection",336.1937,Design,Architecture & Design,10/30/37,N,6339,,,,,,90.5,,,60,,
Jaah! Katheriner,Kuron - Gogol,3309,(German),(German),0,0,(),1900-1937,Poster,"35 5/8 x 23 5/8"" (90.5 x 60cm)","Purchase Fund, Jan Tschichold Collection",337.1937,Design,Architecture & Design,10/30/37,N,6346,,,,,,90.5,,,60,,
"Werkbund Ausstellung, Die Wohnung (Werkbund exhibition—The Dwelling) (Poster for exhibition organized by the Deutsche Werkbund at the Weissenhofsiedlung, Stuttgart, Germany)",Karl Ludwig Straub,5687,"(German, 1900–1997)",(German),-1900,-1997,(Male),1927,Lithograph,"23 3/8 x 16 5/8"" (59.4 x 42.2 cm)","Purchase Fund, Jan Tschichold Collection",338.1937,Design,Architecture & Design,10/30/37,Y,6353,http://www.moma.org/collection/works/6353,http://www.moma.org/media/W1siZiIsIjUyNDUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=45004e509ab11d64,,,,59.4,,,42.2,,
Die Sport Ausstellung (The Sport Exhibition) (Poster for exhibition in Magdeburg),Walter Dexel,1520,"(German, 1890–1973)",(German),-1890,-1973,(Male),1929,Photolithograph,"33 1/8 x 23 1/2"" (84.1 x 59.7 cm)","Purchase Fund, Jan Tschichold Collection",339.1937,Design,Architecture & Design,10/30/37,Y,6360,http://www.moma.org/collection/works/6360,http://www.moma.org/media/W1siZiIsIjUyNjAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=cac75b64a2858d93,,,,84.1,,,59.7,,
Die Sport Ausstellung Magdeburg,Walter Dexel,1520,"(German, 1890–1973)",(German),-1890,-1973,(Male),1929,Lithograph,"33 1/8 x 23 1/2"" (84.1 x 59.7cm)","Purchase Fund, Jan Tschichold Collection",340.1937,Design,Architecture & Design,10/30/37,Y,6368,http://www.moma.org/collection/works/6368,,,,,84.1,,,59.7,,
Die Sport Ausstellung Magdeburg,Walter Dexel,1520,"(German, 1890–1973)",(German),-1890,-1973,(Male),1929,Lithograph,"33 1/8 x 23 1/2"" (84.1 x 59.7cm)","Purchase Fund, Jan Tschichold Collection",341.1937,Design,Architecture & Design,10/30/37,Y,6376,http://www.moma.org/collection/works/6376,,,,,84.1,,,59.7,,
"Der neue Druck, das schöne Buch",Walter Dexel,1520,"(German, 1890–1973)",(German),-1890,-1973,(Male),1929,Lithograph,"33 1/8 x 23 5/8"" (84.2 x 60 cm)","Purchase Fund, Jan Tschichold Collection",342.1937,Design,Architecture & Design,10/30/37,Y,6384,http://www.moma.org/collection/works/6384,,,0,,84.2,,,60,,
"Z, Landesgewerbemuseum Stuttgart Ausstellung von Werkstattarbeiten und Zeichnungen der Gewerbeschule Zürich",Unknown Designer,6011,(Nationality unknown),(Nationality unknown),0,0,(),1930,Lithograph,"38 5/8 x 26 3/4"" (98.1 x 67.9 cm)","Purchase Fund, Jan Tschichold Collection",343.1937,Design,Architecture & Design,10/30/37,Y,6391,http://www.moma.org/collection/works/6391,http://www.moma.org/media/W1siZiIsIjUzMzMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=02b64f2421c4d0a2,,,,98.1,,,67.9,,
"Kunstgewerbemuseum Zürich, Schuelerarbeiten aus der Baugewerblichen und der Mechanisch-Technischen Abteilung der Gewerbeschule",Ernst Keller,3041,"(Swiss, 1891–1968)",(Swiss),-1891,-1968,(Male),1930,Letterpress and line block,"39 1/2 x 26 7/8""","Purchase Fund, Jan Tschichold Collection",344.1937,Design,Architecture & Design,10/30/37,Y,6398,http://www.moma.org/collection/works/6398,http://www.moma.org/media/W1siZiIsIjUzNTMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=df1115eb57b85c09,,,,100.3,,,68.3,,
7. brezen 1930 den osvety,Ladislav Sutnar,5740,"(American, born Bohemia (now Czech Republic). 1897–1976)",(American),-1897,-1976,(Male),1930,Photolithograph,"45 1/2 x 32 1/2"" (115.6 x 82.5 cm)","Purchase Fund, Jan Tschichold Collection",345.1937,Design,Architecture & Design,10/30/37,Y,6404,http://www.moma.org/collection/works/6404,http://www.moma.org/media/W1siZiIsIjUzNzQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c6bad5a6bf8384f7,,,,115.6,,,82.5,,
Wohnung und Werkraum (Dwelling and Workplace) (Poster for Deutsche Werkbund Exhibition in Breslau),Johannes Molzahn,4054,"(German, 1892–1965)",(German),-1892,-1965,(Male),1929,Lithograph,"23 5/8 x 33"" (60 x 83.8 cm)","Purchase Fund, Jan Tschichold Collection",346.1937,Design,Architecture & Design,10/30/37,Y,6410,http://www.moma.org/collection/works/6410,http://www.moma.org/media/W1siZiIsIjIyOTM0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=80c2c19d4bce4738,,,,60,,,83.8,,
"Kunsthaus Zürich, Abstrakte und Surrealistische Malerei und Plastik","Jean (Hans) Arp, Walter Cyliax","11, 37958","(French, born Germany (Alsace). 1886–1966) (German, 1899–1945)",(French) (German),(1886) (1899),(1966) (1945),(Male) (Male),1929,Lithograph,"50 1/2 x 35 5/8"" (128.3 x 90.5 cm)","Purchase Fund, Jan Tschichold Collection",347.1937,Design,Architecture & Design,10/30/37,Y,6416,http://www.moma.org/collection/works/6416,http://www.moma.org/media/W1siZiIsIjIxMTEyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=92c0e0d19135a990,,,,128.3,,,90.5,,
Ausstellung Vincent Van Gogh: Kestnergesellschaft,Unknown Designer,6011,(Nationality unknown),(Nationality unknown),0,0,(),1900-1937,Poster,"17 x 23 1/4"" (43.2 x 59.1cm)","Purchase Fund, Jan Tschichold Collection",348.1937,Design,Architecture & Design,10/30/37,N,6422,,,,,,43.2,,,59.1,,
"Neues Bauen (New Building) (Poster for Deutsche Werkbund Exhibition at the Kunstgewerbe Museum, Zürich)",Theo H. Ballmer,314,"(Swiss, 1902–1965)",(Swiss),-1902,-1965,(Male),1928,Lithograph,"50 x 35 3/4"" (127 x 90.8 cm)","Purchase Fund, Jan Tschichold Collection",349.1937,Design,Architecture & Design,10/30/37,Y,6428,http://www.moma.org/collection/works/6428,http://www.moma.org/media/W1siZiIsIjU0ODAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=54edbb19e7192456,,,,127,,,90.8,,
Manoli Gold,Wilhelm Deffke,1464,"(German, 1887–1950)",(German),-1887,-1950,(Male),1929,Photolithograph,"47 1/4 x 35 1/2"" (120 x 90.2 cm)","Purchase Fund, Jan Tschichold Collection",350.1937,Design,Architecture & Design,10/30/37,Y,6435,http://www.moma.org/collection/works/6435,http://www.moma.org/media/W1siZiIsIjIwODgxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3aec1377fdc46ec8,,,,120,,,90.2,,
Der Massanzug kleidet noch immer am besten,Walter Käch,39904,"(Swiss, 1901–1970)",(Swiss),-1901,-1970,(Male),1927,Lithograph,"50 x 35 3/4"" (127 x 90.8cm)","Purchase Fund, Jan Tschichold Collection",351.1937,Design,Architecture & Design,10/30/37,Y,6442,http://www.moma.org/collection/works/6442,,,,,127,,,90.8,,
Poster for the Great Bridge Revue (Große Brücken Revue),Oskar Schlemmer,5219,"(German, 1888–1943)",(German),-1888,-1943,(Male),1926,Lithograph,"44 3/16 x 36 1/8"" (112.3 x 91.8 cm)","Abby Aldrich Rockefeller Fund, Jan Tschichold Collection",352.1937,Design,Architecture & Design,10/30/37,Y,6450,http://www.moma.org/collection/works/6450,http://www.moma.org/media/W1siZiIsIjE2NjI3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fa6cbac0e299ab73,,,,112.3,,,91.8,,
USSR Russische Ausstellung,El Lissitzky,3569,"(Russian, 1890–1941)",(Russian),-1890,-1941,(Male),1929,Gravure,"49 7/8 x 35 5/8"" (126.7 x 90.5 cm)","Purchase Fund, Jan Tschichold Collection",353.1937,Design,Architecture & Design,10/30/37,Y,6458,http://www.moma.org/collection/works/6458,http://www.moma.org/media/W1siZiIsIjIxMTE0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd5112572f7ded35,,,,126.7,,,90.5,,
Werkstatt Arbeiten der Bewerbeschule Zuerich,Ernst Keller,3041,"(Swiss, 1891–1968)",(Swiss),-1891,-1968,(Male),1927,Letterpress,"47 1/2 x 31 7/8"" (120.7 x 81 cm)","Purchase Fund, Jan Tschichold Collection",354.1937,Design,Architecture & Design,10/30/37,Y,6465,http://www.moma.org/collection/works/6465,http://www.moma.org/media/W1siZiIsIjU1NDYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=517454549e8506cb,,,,120.7,,,81,,
"""Knihy Sfinx"" Vas vitezny tah",Ladislav Sutnar,5740,"(American, born Bohemia (now Czech Republic). 1897–1976)",(American),-1897,-1976,(Male),1920-1937,Photolithograph,"37 3/8 x 49 3/4"" (94.9 x 126.4 cm)","Purchase Fund, Jan Tschichold Collection",355.1937,Design,Architecture & Design,10/30/37,Y,6472,http://www.moma.org/collection/works/6472,http://www.moma.org/media/W1siZiIsIjU1NTMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=6c8b0fee52329a5b,,,,94.9,,,126.4,,
Die Konstruktivisten (The Constructivists) (Poster for exhibition in the Kunsthalle Basel),Jan Tschichold,5951,"(Swiss, born Germany. 1902–1974)",(Swiss),-1902,-1974,(Male),1937,Photolithograph,"50 1/2 x 36"" (128.3 x 91.4 cm)","Abby Aldrich Rockefeller Fund, Jan Tschichold Collection",356.1937,Design,Architecture & Design,10/30/37,Y,6479,http://www.moma.org/collection/works/6479,http://www.moma.org/media/W1siZiIsIjU1NjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=fb1ae33170dec4be,,,,128.3,,,91.4,,
Let's Fulfill the Plan of Great Works,Gustav Klutsis,12501,"(Latvian, 1895–1938)",(Latvian),-1895,-1938,(Male),1930,Lithograph,"46 5/8 x 33"" (118.4 x 83.8 cm)","Purchase Fund, Jan Tschichold Collection",357.1937,Design,Architecture & Design,10/30/37,Y,6487,http://www.moma.org/collection/works/6487,http://www.moma.org/media/W1siZiIsIjIxMTE1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9356e34cc3aff8fa,,,,59.7,,,83.8202,,
May Day. We Fight For: The Five-Year Plan. For the Bolshevik Tempo. For the Armament of the USSR. For the International October [Revolution],"Gustav Klutsis, Sergei Senkin","12501, 3155","(Latvian, 1895–1938) (Russian, 1894–1963)",(Latvian) (Russian),(1895) (1894),(1938) (1963),(Male) (Male),1931,Lithograph,"40 5/8 x 28 3/4"" (103.2 x 73 cm)","Purchase Fund, Jan Tschichold Collection",358.1937,Design,Architecture & Design,10/30/37,Y,6495,http://www.moma.org/collection/works/6495,http://www.moma.org/media/W1siZiIsIjU2MjEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=68e0e741cc7ec964,,,,103.2,,,73,,
Under the Banner of Lenin - Socialist Construction,Gustav Klutsis,12501,"(Latvian, 1895–1938)",(Latvian),-1895,-1938,(Male),1930,Lithograph,"38 3/8 x 28 1/4"" (97.5 x 71.8 cm)","Purchase Fund, Jan Tschichold Collection",359.1937,Design,Architecture & Design,10/30/37,Y,6503,http://www.moma.org/collection/works/6503,http://www.moma.org/media/W1siZiIsIjU2MzEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f93069cbc19a24d6,,,,97.5,,,71.8,,
Storming the Third Year,Gustav Klutsis,12501,"(Latvian, 1895–1938)",(Latvian),-1895,-1938,(Male),1930,Lithograph,"40 3/4 x 29 1/4"" (103.5 x 74.3 cm)","Purchase Fund, Jan Tschichold Collection",360.1937,Design,Architecture & Design,10/30/37,Y,6510,http://www.moma.org/collection/works/6510,http://www.moma.org/media/W1siZiIsIjIxMTE2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e2f4abd7b215c6d8,,,,103.5,,,74.3,,
We Shall Pay Back Our Coal Debt to This Country,Gustav Klutsis,12501,"(Latvian, 1895–1938)",(Latvian),-1895,-1938,(Male),1930,Lithograph,"41 1/8 x 29 1/8"" (104.5 x 74 cm)","Purchase Fund, Jan Tschichold Collection",361.1937,Design,Architecture & Design,10/30/37,Y,6516,http://www.moma.org/collection/works/6516,http://www.moma.org/media/W1siZiIsIjIxMTE2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ca3d1c56ffa36da,,,,104.5,,,74,,
Five Year Plan in Four Years,Gustav Klutsis,12501,"(Latvian, 1895–1938)",(Latvian),-1895,-1938,(Male),1930,Lithograph,"41 1/8 x 29 1/8"" (104.5 x 74 cm)","Purchase Fund, Jan Tschichold Collection",362.1937,Design,Architecture & Design,10/30/37,Y,6522,http://www.moma.org/collection/works/6522,http://www.moma.org/media/W1siZiIsIjU2NzQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b22aea671c4e4ccf,,,,104.5,,,74,,
First of May - Day of the International Proletarian Solidarity,"Gustav Klutsis, Sergei Senkin","12501, 3155","(Latvian, 1895–1938) (Russian, 1894–1963)",(Latvian) (Russian),(1895) (1894),(1938) (1963),(Male) (Male),1930,Lithograph,"41 1/4 x 29 1/4"" (104.8 x 74.3 cm)","Purchase Fund, Jan Tschichold Collection",363.1937,Design,Architecture & Design,10/30/37,Y,6529,http://www.moma.org/collection/works/6529,http://www.moma.org/media/W1siZiIsIjU2ODciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=43d5e6e71b8bf863,,,,104.8,,,74.3,,
Untitled,"Gustav Klutsis, Sergei Senkin","12501, 3155","(Latvian, 1895–1938) (Russian, 1894–1963)",(Latvian) (Russian),(1895) (1894),(1938) (1963),(Male) (Male),1931,Lithograph,".a: 28 x 40"" (71.1 x 101.6 cm)
.b: 28 7/8 x 40"" (73.3 x 101.6 cm)",Special Purchase Fund,364.1937.a-b,Design,Architecture & Design,10/30/37,Y,6535,http://www.moma.org/collection/works/6535,,,,,71.1,,,101.6,,
"""Walk-In"" Cooler (T.V.A.)",Unknown Artist,23390,(Nationality Unknown),(Nationality Unknown),0,0,(),1900-1937,Poster,,Gift of Alfred Clauss,299.1937,Design,Architecture & Design,11/1/37,N,6141,,,,,,,,,,,
Norris Dam - In the Southern Highlands,D. S. Martin,3789,"(American, born 1916)",(American),-1916,0,(),1900-1937,Poster,,Gift of Alfred Clauss,300.1937,Design,Architecture & Design,11/1/37,N,6145,,,,,,,,,,,
For Winter Days Electric Heat,Karl Edelman,1679,(American),(American),0,0,(Male),1900-1937,Poster,"30 x 24"" (76.2 x 61cm)",Gift of Alfred Clauss,301.1937,Design,Architecture & Design,11/1/37,N,6149,,,,,,76.2,,,61,,
"""That's Shell - 'CrikeyI' -That Was'"" (To Knock - Less)",John Reynolds,4887,(British),(British),0,0,(Male),1900-1937,Poster,"30 1/4 x 45 3/8"" (76.8 x 115.3cm)",Gift of Shell - Mex B P,367.1937,Design,Architecture & Design,11/22/37,N,6552,,,,,,76.8,,,115.3,,
Gift of Shell - Mex B P,Unknown Artist,23390,(Nationality Unknown),(Nationality Unknown),0,0,(),Unknown,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,368.1937,Design,Architecture & Design,11/22/37,N,6557,,,,,,76.2,,,114.3,,
You Can be Sure of Shell; Merchants Prefer Shell,E. McKnight Kauffer,3020,"(American, 1890–1954)",(American),-1890,-1954,(Male),1933,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,369.1937,Design,Architecture & Design,11/22/37,Y,6563,http://www.moma.org/collection/works/6563,,,,,76.2,,,114.3,,
Bodiam Castle - Wherever You Go You Can Be Sure of Shell,E. McKnight Kauffer,3020,"(American, 1890–1954)",(American),-1890,-1954,(Male),1932,Lithograph,"30 x 44"" (76.2 x 111.8 cm)",Gift of Shell - Mex B P,370.1937,Design,Architecture & Design,11/22/37,Y,6568,http://www.moma.org/collection/works/6568,,,0,,76.2001524,,,111.7602235,,
Orford Castle. Everywhere You Go You Can Be Sure of Shell,Allan Walton,6239,"(British, 1891–1948)",(British),-1891,-1948,(Male),1900-1937,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,403.1937,Design,Architecture & Design,11/22/37,N,6569,,,,,,76.2,,,114.3,,
The Vale of Aylesbury. Everywhere You Go You Can Be Sure of Shell,Rex Whistler,6337,"(British, 1905–1944)",(British),-1905,-1944,(Male),1933,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,404.1937,Design,Architecture & Design,11/22/37,Y,6574,http://www.moma.org/collection/works/6574,,,,,76.2,,,114.3,,
"General Wade's Bridge, Aberfeldy. Everywhere You Go You Can Be Sure of Shell",Edwin Calligan,927,(British),(British),0,0,(Male),1933,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,405.1937,Design,Architecture & Design,11/22/37,Y,6578,http://www.moma.org/collection/works/6578,,,,,76.2,,,114.3,,
The Rye Marshes - Everywhere You Go You Can Be Sure of Shell,Paul Nash,4228,"(British, 1889–1946)",(British),-1889,-1946,(Male),1932,Lithograph,"30 x 44 3/4"" (76.2 x 113.7 cm)",Gift of Shell - Mex B P,406.1937,Design,Architecture & Design,11/22/37,Y,6582,http://www.moma.org/collection/works/6582,,,,,76.2,,,113.6652273,,
Entrance to Douglas - Isle of Man - Everywhere You Go You Can Be Sure of Shell,Robert Bartlett,358,"(British, 1922–1979)",(British),-1922,-1979,(Male),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,407.1937,Design,Architecture & Design,11/22/37,N,6587,,,,,,76.2,,,114.3,,
The Thames at Cookham - Everywhere You Go You Can Be Sure of Shell,W. J. Steegles,5615,(British),(British),0,0,(),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,408.1937,Design,Architecture & Design,11/22/37,N,6603,,,,,,76.2,,,114.3,,
Bungay - Everywhere You Go You Can Be Sure of Shell,Harold Steggles,5622,"(British, 1910–1938)",(British),-1910,-1938,(Male),1934,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,409.1937,Design,Architecture & Design,11/22/37,Y,6608,http://www.moma.org/collection/works/6608,,,,,76.2,,,114.3,,
North Foreland Lighthouse - Everywhere You Go You Can Be Sure of Shell,E. Hawthorne,2550,(British),(British),0,0,(),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,410.1937,Design,Architecture & Design,11/22/37,N,6614,,,,,,76.2,,,114.3,,
"The Great Globe, Swanage. Wherever You Go You Can Be Sure of Shell",Graham Sutherland,5739,"(British, 1903–1980)",(British),-1903,-1980,(Male),1932,Lithograph,"30 1/8 x 44 7/8"" (76.5 x 114 cm)",Gift of Shell - Mex B P,411.1937,Design,Architecture & Design,11/22/37,Y,6621,http://www.moma.org/collection/works/6621,,,0,,76.5,,,114,,
"Everywhere You Go, You Can Be Sure of Shell",Graham Sutherland,5739,"(British, 1903–1980)",(British),-1903,-1980,(Male),1933,Lithograph,"30 x 45"" (76.2 x 114.3 cm)",Gift of Shell - Mex B P,412.1937,Design,Architecture & Design,11/22/37,Y,6628,http://www.moma.org/collection/works/6628,http://www.moma.org/media/W1siZiIsIjY0NTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=24def8118fc4fdf1,,,,76.2,,,114.3,,
Doctors Prefer Shell - You Can Be Sure of Shell,Graham Sutherland,5739,"(British, 1903–1980)",(British),-1903,-1980,(Male),1934,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,413.1937,Design,Architecture & Design,11/22/37,Y,6635,http://www.moma.org/collection/works/6635,,,,,76.2,,,114.3,,
"St Ives, Huntingdon - Everywhere You Go You Can Be Sure of Shell",Duncan Grant,2294,"(British, 1885–1978)",(British),-1885,-1978,(Male),1932,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,414.1937,Design,Architecture & Design,11/22/37,Y,6642,http://www.moma.org/collection/works/6642,,,,,76.2,,,114.3,,
Alfriston - See Britain First on Shell,Vanessa Bell,445,"(British, 1879–1961)",(British),-1879,-1961,(Female),1931,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,415.1937,Design,Architecture & Design,11/22/37,Y,6649,http://www.moma.org/collection/works/6649,,,,,76.2,,,114.3,,
Alfriston - See Britain First on Shell,Vanessa Bell,445,"(British, 1879–1961)",(British),-1879,-1961,(Female),1931,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,416.1937,Design,Architecture & Design,11/22/37,Y,6656,http://www.moma.org/collection/works/6656,,,,,76.2,,,114.3,,
"Reliability - Blackburn ""Ripon"" Torpedo Bomber",Victor Fitzgerald,1900,(British),(British),0,0,(Male),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,417.1937,Design,Architecture & Design,11/22/37,N,6663,,,,,,76.2,,,114.3,,
Performance - Shell Lubricating Oil,Victor Fitzgerald,1900,(British),(British),0,0,(Male),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,418.1937,Design,Architecture & Design,11/22/37,N,6669,,,,,,76.2,,,114.3,,
"1,000 Mile Race. Italian. You Can Be Sure of Shell",Zero (Hans Schleger),6563,"(British, 1898–1976)",(British),-1898,-1976,(Male),1900-1937,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,419.1937,Design,Architecture & Design,11/22/37,N,6675,,,,,,76.2,,,114.3,,
Buy BP Ethyl for Anti-Knock,Zero (Hans Schleger),6563,"(British, 1898–1976)",(British),-1898,-1976,(Male),1934,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,420.1937,Design,Architecture & Design,11/22/37,N,6681,,,,,,76.2,,,114.3,,
B.P. Ethyl for Snappy Engines,Zero (Hans Schleger),6563,"(British, 1898–1976)",(British),-1898,-1976,(Male),1935,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,421.1937,Design,Architecture & Design,11/22/37,N,6687,,,,,,76.2,,,114.3,,
"Swaledale, Yorkshire - Everywhere You Go You Can Be Sure of Shell",Barnett Freedman,1985,(British),(British),0,0,(Male),1932,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,422.1937,Design,Architecture & Design,11/22/37,Y,6693,http://www.moma.org/collection/works/6693,,,,,76.2,,,114.3,,
Fill It With B.P. for Anti-Knock,Barnett Freedman,1985,(British),(British),0,0,(Male),1934,Poster,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,423.1937,Design,Architecture & Design,11/22/37,N,6699,,,,,,76.2,,,114.3,,
Rolls-Royce Officially Approve Aeroshell Lubricating Oil,Barnett Freedman,1985,(British),(British),0,0,(Male),1933,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,424.1937,Design,Architecture & Design,11/22/37,Y,6705,http://www.moma.org/collection/works/6705,,,,,76.2,,,114.3,,
Stop Knocking - Use BP Ethyl,Clement Cowles,1282,(British),(British),0,0,(Male),c. 1930,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,425.1937,Design,Architecture & Design,11/22/37,Y,6711,http://www.moma.org/collection/works/6711,,,,,76.2,,,114.3,,
